Feature,001_SMC_IIRN_p3s1,002_SMC_IIRN_p3s2,003_SMC_IIRN_p3s3,004_SMC_IIRN_p3s4,005_SMC_IIRN_p4s1,006_SMC_IIRN_p4s2,007_SMC_IIRN_p4s3,008_SMC_IIRN_p4s4,009_SMC_IIRN_p5s1,010_SMC_IIRN_p5s2,011_SMC_IIRN_p5s3,012_SMC_IIRN_p5s4,013_SMC_IIRN_p8s1,014_SMC_IIRN_p8s2,015_SMC_IIRN_p8s3,017_SMC_IIRN_p9s1,018_SMC_IIRN_p9s2,019_SMC_IIRN_p9s3,020_SMC_IIRN_p9s4,021_SMC_IIRN_p10s1,022_SMC_IIRN_p10s2,023_SMC_IIRN_p10s3,025_SMC_IIRN_p11s1,026_SMC_IIRN_p11s2,027_SMC_IIRN_p11s3,028_SMC_IIRN_p11s4,029_SMC_IIRN_p12s1,030_SMC_IIRN_p12s2,031_SMC_IIRN_p12s3,032_SMC_IIRN_p12s4,034_SMC_IIRN_p13s1,035_SMC_IIRN_p13s2,036_SMC_IIRN_p13s3,037_SMC_IIRN_p13s4,038_SMC_IIRN_p13s5,039_SMC_IIRN_p13s6,040_SMC_IIRN_p13s7,044_SMC_IIRN_p14s1,045_SMC_IIRN_p14s2,046_SMC_IIRN_p14s3,047_SMC_IIRN_p14s4,048_SMC_IIRN_p15s1,049_SMC_IIRN_p15s2,050_SMC_IIRN_p15s3,052_SMC_IIRN_p16s1,053_SMC_IIRN_p16s2,054_SMC_IIRN_p16s3,055_SMC_IIRN_p16s4,056_SMC_IIRN_p17s1,057_SMC_IIRN_p17s2,058_SMC_IIRN_p17s3,059_SMC_IIRN_p17s4,060_SMC_IIRN_p18s1,061_SMC_IIRN_p18s2,062_SMC_IIRN_p18s3,064_SMC_IIRN_p19s1,065_SMC_IIRN_p19s2,066_SMC_IIRN_p19s3,068_SMC_IIRN_p25s1,069_SMC_IIRN_p25s2,070_SMC_IIRN_p25s3,074_SMC_IIRN_p27s3,075_SMC_IIRN_p27s4,076_SMC_IIRN_p29s1,077_SMC_IIRN_p29s2,078_SMC_IIRN_p29s3,079_SMC_IIRN_p29s4,080_SMC_IIRN_p29s5,081_SMC_IIRN_p29s6,082_SMC_IIRN_p29s7,083_SMC_IIRN_p29s8,084_SMC_IIRN_p29s9,086_SMC_IIRN_p34s1,087_SMC_IIRN_p34s2,088_SMC_IIRN_p34s3,089_SMC_IIRN_p34s4,090_SMC_IIRN_p36s1,091_SMC_IIRN_p36s2,092_SMC_IIRN_p36s3,093_SMC_IIRN_p36s4,094_SMC_IIRN_p37s1,095_SMC_IIRN_p37s2,096_SMC_IIRN_p37s3,097_SMC_IIRN_p37s4,099_SMC_IIRN_p38s2,100_SMC_IIRN_p38s3,102_SMC_IIRN_p41s1,103_SMC_IIRN_p41s2,104_SMC_IIRN_p41s3,105_SMC_IIRN_p41s4,106_SMC_IIRN_p42s1,107_SMC_IIRN_p42s2,108_SMC_IIRN_p42s3,110_SMC_IIRN_p43s1,111_SMC_IIRN_p43s2,112_SMC_IIRN_p43s3,113_SMC_IIRN_p43s4
Aniline-2-Sulfonate,0.005264079,0.003397412,0.003145775,0.003774793,0.001765068,0.002403997,0.001791115,0.004172399,0.004260037,0.002077108,0.002505229,0.001680096,0.002132547,0.002081106,0.001348818,0.026268012,0.008717621,0.002528036,0.001737573,0.001584488,0.00121752,0.002148655,0.002635698,0.00269161,0.004151632,0.001444168,0.002945322,0.003264498,0.001689615,0.020589417,0.008850658,0.002245314,0.001730951,0.00460177,0.003000576,0.002744975,0.003495145,0.002687265,0.006289432,0.005285539,0.023037031,0.002354133,0.002258655,0.001614967,0.007410212,0.002647145,0.001654303,0.004521703,0.002205381,0.005102556,0.005879738,0.002311898,0.002414672,0.003185055,0.001818391,0.002768451,0.001709024,0.001716622,0.001920429,0.002462441,0.00222004,0.004929861,0.003374941,0,0.002365711,0.002364505,0.002251461,0.002670318,0.002709472,0.001708627,0.002290635,0.002684889,0.001688796,0.005350532,0.003338316,0.003376336,0.002117822,0.003236389,0.006335037,0.002826794,0.002545741,0,0.001997924,0.012564261,0.00310841,0.003129289,0.003206937,0.003434142,0.016521179,0.004956467,0.002996105,0.001825698,0.002296777,0.002557419,0.002457721,0.005714162,0.003276996
Arachidic acid,0.00383936,0.003558764,0.002682992,0.003021193,0.003053015,0.002711547,0.002162068,0.002553007,0.002779697,0.008078079,0.003112574,0.006568517,0.00212112,0.002012391,0.002404868,0,0.003047336,0.002166589,0.007723398,0.003603756,0.002621485,0.002428805,0.003335876,0,0.002266672,0.002349534,0.002425434,0.001927429,0.00217065,0,0.003548497,0.005318268,0.002264656,0.002665227,0,0.003735979,0,0.003457164,0.0036475,0.003239117,0.003938934,0.006065934,0.013160059,0.00335706,0.008210335,0.003852674,0.003390261,0.002988965,0.003489484,0.003828321,0,0.003789357,0.002379545,0.002095105,0.003648612,0.004353065,0.003413725,0.003830267,0,0.005670235,0.008332146,0.003508585,0.003481114,0.002635168,0.005108545,0.003258521,0.006533687,0.005181128,0.003444081,0,0,0.002580011,0.003059908,0.003522985,0.003549815,0.003406132,0.003175978,0.002840184,0.003315212,0.002722319,0.003487672,0.0030464,0.002769453,0.004463833,0.003290327,0,0.005358923,0.010524385,0.008290354,0.005104336,0.004628906,0.004929252,0.005454609,0.005200573,0.004756591,0.010438941,0.0051303
Arachidonic acid,0.053782264,0.050857698,0.073491306,0.039154906,0.03711345,0.079503248,0.032264809,0.056892528,0.038209443,0.061364398,0.059442179,0.061381337,0.046387016,0.026678358,0.046086441,0.072310864,0.022941844,0.030271516,0.03920073,0.033639961,0.046568633,0.031061096,0.030118615,0.031676113,0.039805422,0.062294329,0.038263902,0.049922904,0.053896251,0.04408664,0.064158495,0.030807562,0.050916021,0.019878411,0.085261201,0.046650924,0.041597853,0.050985194,0.064616793,0.048652432,0.07569287,0.044463722,0.031737095,0.054857764,0.054841092,0.032574292,0.030638301,0.028074737,0.034745198,0.072789911,0.03525746,0.075254797,0.087291214,0.066988775,0.054190577,0.076172306,0.043249463,0.059339229,0.02117648,0.013531433,0.029749018,0.03753017,0.035612491,0.05828179,0.080959805,0.04730352,0.070358204,0.049367373,0.053610136,0.058078033,0.017418889,0.042336821,0.042191221,0.078836597,0.026708621,0.040554409,0.030239128,0.024147499,0.029184131,0.037798927,0.048185904,0.062556157,0.031625237,0.059817098,0.054169668,0.104042558,0.053642541,0.035266672,0.040765709,0.044479177,0.083039566,0.061003647,0.082924302,0.079047318,0.036762683,0.064547579,0.033264719
Arginine,0.324950782,0.266040703,0.2568603,0.269798311,0.353418131,0.336105513,0.294491315,0.265846327,0.227322103,0.193090096,0.187052811,0.213479843,0.382697961,0.31855852,0.37717164,0.289793666,0.356902999,0.4023601,0.240861961,0.222251667,0.277689697,0.34140871,0.33928937,0.214221148,0.253631211,0.215717866,0.32646467,0.316280663,0.348608987,0.424951315,0.368603835,0.30246914,0.339419078,0.303370517,0.290450277,0.302549973,0.288986753,0.268532663,0.224319647,0.242143742,0.295869332,0.24801804,0.228773921,0.157785698,0.248246975,0.259595091,0.255962092,0.333734645,0.254848729,0.2634116,0.311625378,0.243513125,0.174747699,0.1574303,0.164343456,0.266720043,0.171814828,0.201362586,0.213064073,0.2714464,0.286794733,0.261693557,0.279616836,0.256375316,0.20428003,0.269401632,0.269857485,0.248725424,0.18013619,0.318305849,0.268145959,0.191883387,0.23055587,0.234765157,0.284513595,0.39108202,0.243935236,0.283545991,0.174386709,0.214783244,0.200263994,0.269951435,0.130973344,0.147748027,0.224002246,0.270776533,0.150451223,0.144855261,0.161085027,0.117900351,0.221286662,0.182051787,0.260250099,0.167564519,0.200163462,0.229693977,0.184528483
Asparagine,0.178702939,0.178677637,0.200297726,0.143938098,0.176488537,0.159390051,0.166521749,0.18846072,0.275978173,0.196612593,0.234166849,0.233195035,0.230675415,0.187466004,0.249941585,0.160978028,0.196370909,0.18328492,0.167017467,0.13824273,0.147176201,0.191442489,0.143367064,0.168054447,0.148005574,0.137514617,0.176396723,0.205600569,0.188352852,0.201056541,0.155510226,0.104454005,0.149116394,0.12216684,0.200713081,0.169489151,0.174015406,0.170119713,0.172634463,0.181418283,0.214460847,0.130239733,0.144472526,0.154280332,0.146576751,0.185569028,0.18454235,0.2183532,0.184281193,0.208201762,0.17221592,0.167715786,0.180862977,0.202606879,0.152444201,0.16843512,0.153328736,0.134687885,0.157431271,0.134642494,0.18684091,0.203139997,0.155899745,0.133063293,0.124369197,0.115169095,0.140713931,0.124023531,0.116492739,0.12500589,0.157340611,0.12543353,0.197655278,0.204449417,0.230913483,0.322003544,0.260977944,0.222440591,0.17138767,0.166458066,0.124559296,0.146908777,0.107367021,0.12713647,0.150165092,0.142388164,0.150746955,0.132617057,0.127527188,0.153618538,0.110618643,0.131023814,0.143850419,0.139973131,0.172612787,0.180270116,0.165405803
Aspartate,0.004332388,0.008163033,0.009545731,0.002828398,0.010601782,0.008169688,0.003517914,0.012607325,0.00555195,0.006923309,0.020810514,0.010664233,0.010015912,0.002859198,0.008071942,0.005385763,0.00290803,0.004141233,0.004051308,0.008077651,0.004533836,0.005402366,0.006662786,0.007303254,0.00637739,0.004388446,0.005868055,0.017027164,0.009148614,0.00896615,0.016320274,0.003845739,0.003822443,0.005838783,0.015633698,0.010700988,0.014649594,0.016125487,0.020056734,0.01147748,0.020033804,0.010640528,0.012574258,0.022299913,0.006459213,0.006950856,0.008992809,0.010411576,0.013742936,0.023087889,0.014652847,0.019612628,0.016608737,0.017073037,0.01142533,0.018223747,0.007316061,0.011909572,0.007527277,0.008146594,0.008685693,0.018351225,0.013034919,0.016427795,0.027171254,0.011238371,0.033441538,0.021879732,0.024503106,0.037465804,0.012635737,0.022464886,0.013081582,0.024475787,0.011974677,0.021312931,0.013238507,0.014233793,0.010462221,0.018919432,0.010327287,0.015018188,0.016832707,0.027724112,0.015260829,0.035837092,0.025654898,0.03327409,0.014304118,0.032564182,0.024402049,0.015317457,0.013799973,0.009592739,0.011317863,0.028096301,0.018301244
Azelate,0.001297828,0.00148964,0,0.001376321,0.001378666,0,0.001368945,0.001027539,0.001704644,0.001381125,0.00168366,0.001228936,0,0,0.001010143,0,0.001193665,0,0.003779941,0.002249191,0.001341087,0.003229467,0.002944437,0.001412768,0,0.001169972,0.001797922,0.001788349,0.001251642,0.001496998,0.002173013,0.001877157,0.001221391,0.002125743,0.001615697,0,0,0.002195799,0.001994882,0,0,0.001981714,0,0.002119129,0.002075053,0.001696959,0,0.002551965,0,0.001719327,0.001593063,0.00193171,0,0,0,0.001894659,0.001757,9.53E-04,0,0,0.002193825,0.002091343,0,0.002321596,0,0.002089998,0,0,0.001655173,0,0,0.00184334,0.001846476,0,0.001958294,0.00220978,0.002429212,0.002005084,0,0.001544968,0.002352885,0.001780332,0,0.004994571,0,0,0,0.002024869,0,0,0,0.001776046,0,0,0.002292288,0.001836075,0.00168505
Benzylamine,4.85E-04,0,5.80E-04,7.32E-04,0,6.30E-04,5.28E-04,4.70E-04,6.75E-04,7.02E-04,6.27E-04,6.30E-04,6.18E-04,7.12E-04,0.001106659,5.12E-04,7.83E-04,6.68E-04,6.04E-04,0,6.19E-04,5.05E-04,6.17E-04,5.65E-04,0,6.80E-04,7.85E-04,6.09E-04,0,0,8.86E-04,7.01E-04,8.17E-04,7.83E-04,5.67E-04,6.40E-04,0,6.77E-04,7.95E-04,7.97E-04,0,6.29E-04,0,5.67E-04,8.60E-04,9.23E-04,8.50E-04,0,0,0,6.80E-04,0,4.82E-04,0,4.56E-04,0.001384891,5.13E-04,7.22E-04,6.04E-04,4.90E-04,5.40E-04,0,0,6.23E-04,0,7.43E-04,5.82E-04,5.98E-04,8.55E-04,7.91E-04,7.08E-04,7.84E-04,4.62E-04,6.09E-04,7.21E-04,5.83E-04,7.16E-04,0,5.95E-04,6.00E-04,5.61E-04,0,6.75E-04,0,8.43E-04,7.36E-04,0,7.58E-04,6.68E-04,0,9.36E-04,6.87E-04,5.55E-04,6.07E-04,6.21E-04,5.62E-04,5.49E-04
Beta-Alanine,0.023231024,0.038710959,0.033195437,0.026460166,0.058563001,0.019003961,0.02257503,0.023739677,0.019537456,0.012707718,0.022112315,0.024759142,0.029781312,0.021133951,0.027173618,0.016167142,0.019801136,0.016914007,0.017861171,0.017250686,0.015321273,0.016146465,0.021493587,0.027800856,0.021153993,0.01767313,0.019526297,0.027706859,0.021618866,0.018101929,0.017184773,0.018883709,0.019387077,0.018111478,0.023487905,0.020226955,0.023736375,0.019595755,0.019074227,0.021015433,0.020644425,0.016887307,0.018352336,0.01669862,0.019818669,0.044737114,0.019863368,0.020533583,0.019572935,0.024807544,0.028058424,0.024072928,0.018578824,0.025007819,0.024499975,0.021425705,0.021656902,0.021777087,0.026422352,0.025923252,0.028798047,0.015016753,0.01907787,0.029502314,0.026290665,0.022177834,0.031140495,0.029275983,0.02951165,0.021758884,0.026785911,0.0301748,0.028123158,0.017187557,0.018556261,0.020439612,0.023140672,0.016856351,0.02873425,0.0269349,0.031489063,0.021183199,0.021574049,0.025664902,0.017376376,0.01891159,0.019627079,0.022041668,0.017976837,0.021053444,0.015902896,0.016594511,0.024027295,0.018117749,0.036346362,0.050536337,0.023122138
Beta-hydroxyvaleric Acid,0.053583239,0.058141075,0.075322348,0.046520583,0.051288394,0.048802662,0.047302827,0.064103601,0.104454365,0.064109317,0.060927693,0.095132291,0.04261222,0.042006237,0.041628933,0.033359841,0.038902995,0.039495095,0.041624521,0.02302654,0.025479627,0.010620649,0.036606249,0.057588558,0.024782819,0.03469709,0.031055186,0.02272135,0.027351161,0.03191756,0.05862324,0.025244846,0.050363344,0.034342285,0.032162968,0.045206086,0.049607308,0.034675576,0.03616155,0.02137971,0.030600842,0.030676036,0.033350778,0.043048406,0.038888396,0.050592616,0.031276005,0.038781545,0.055955747,0.059836694,0.052338036,0.045873178,0.053750935,0.02756559,0.050531746,0.042325182,0.049582532,0.034718465,0.026942247,0.028014984,0.037411131,0.022119301,0.018787012,0.050453225,0.066716099,0.062122795,0.05167537,0.057795371,0.0419404,0.066379098,0.058790595,0.067877519,0.038821391,0.035577884,0.026422221,0.029207312,0.024693319,0.032600544,0.058702144,0.060120118,0.054938728,0.03173935,0.029057815,0.04212203,0.04250335,0.040339009,0.031054629,0.037273758,0.037465038,0.031152713,0.026382118,0.034258752,0.037094294,0.051196619,0.034371097,0.054002749,0.057811404
Betaine,2.716938392,3.080099653,3.392630742,2.872370398,2.860017677,3.00286814,3.186049672,2.808032866,2.88802146,1.391782491,1.942741717,1.799416153,4.219108556,4.509868729,3.937836663,3.205471516,3.147862877,3.349356646,3.738227932,2.505162752,3.497351233,3.227853138,3.269111008,3.842458032,3.901487384,3.288808071,2.727273325,4.560379158,3.416327814,2.930338959,1.395267774,2.895160468,2.626033651,2.35409129,3.044171662,3.570298648,2.738924262,1.604669017,1.398328538,2.252141586,1.492740022,2.557344957,5.023139713,2.148151916,3.544513447,4.736081378,3.740935356,3.562068301,2.985012937,3.86540297,3.341130146,2.605923429,3.920080571,3.968656537,4.234694108,2.263893775,2.468542195,2.102958794,4.368903929,3.316981151,4.54226943,1.73278197,4.690190063,3.466555821,3.38620058,3.559885445,2.861318275,4.477178681,3.252355609,3.382639503,3.074304146,2.937886183,3.092430565,2.238555916,5.088532085,3.982487959,2.416346098,2.320634637,2.180291034,1.955742624,4.537919813,2.790433382,4.005338242,3.850497654,2.408059418,2.483938062,3.626032095,4.065649727,4.542515328,4.564367186,4.692567232,4.066472082,5.033124804,1.103719491,1.508312452,1.715176653,1.184582121
Bilirubin,0.028509075,0,0.033310765,0.014240791,0,0.031294004,0.016932552,0.01651496,0,0.036206762,0,0.009020888,0.013979934,0.018415483,0.022341462,0.034620681,0.016488491,0.014968147,0.042812255,0,0.018750241,0,0.009812594,0,0,0.017732559,0.030920518,0.003172447,0.04416087,0.057865819,0.00532677,0.026363883,0.027444043,0.005545125,0.018643139,0,0,0,0,0,0,0.024020609,0.015798829,0.012652479,0.016150357,0,0,0,0,0,4.37E-04,0,0.022792176,0,0,0,0,0,0.025371483,0.029700814,0.067381148,0,0,0,0,0.005950415,0.003957704,0,0,0.014704555,0,0,0.001342673,0.016180749,0,0,0,0,0,0,0.023332427,0.02793934,0,0,0.031300426,0.044500336,0.03386146,0,0,0.019161766,0,0.029393955,0,0,0,0,0
Biliverdin,0.007163179,0,0,0.004918364,0,0.00919923,0.00307798,0.001955144,0,0.008495588,0,0.002267029,0,0,0.004772393,0.009950823,0.002861312,0,0.007922292,0,0.002059529,0,0,0,0,0,0.004972094,0,0.016823937,0,0,0,0.008076779,0,0.004218418,0,0.002378641,0.003220319,0,0,0,0.009724551,0.005544148,0,0.002322596,0.00426267,0.002245439,0,0,0.002494759,0,0.010899863,0.003584427,0,0.004010884,0,0,0,0.004072237,0.006859493,0.004529736,0,0,0,0,0,0.003943243,0,0,0.001906454,0,0,0.003124106,0.017517763,0.003190539,0,0,0.004075791,0,0,0.003970182,0.002993847,0,0,0.006339159,0.004850369,0.004466418,0.002995279,0,0,0,0,0,0,0,0,0
Biotin,0.004975944,0.007477494,0.012480347,0.009326721,0.005499565,0.005619665,0.005912413,0.01120168,0.008986464,0.005334787,0.009371488,0.013978972,0.009190904,0.008795555,0.006452055,0.037534781,0.008060198,0.006637704,0.00644332,0.011131757,0.011669638,0.007846401,0.006020423,0.007984143,0.00654631,0.005031658,0.008067099,0.006245895,0.006149103,0.044621387,0.033734926,0.010008053,0.006824462,0.013649842,0.017458486,0.010656137,0.01631407,0.014395177,0.019013589,0.013574663,0.034487905,0.008353597,0.014886181,0.00805356,0.014930592,0.021741295,0.011609039,0.01235564,0.006364913,0.035652673,0.031616716,0.008034404,0.006956338,0.014344232,0.008845685,0.007106173,0.008685716,0.006300757,0.007313014,0.009971013,0.013324701,0.008880209,0.007631801,0.008126952,0.00628445,0.014402587,0.008283504,0.011816549,0.007710573,0.008973021,0.012767469,0.009356716,0.009064358,0.021108741,0.010400239,0.00951253,0.008322039,0.009049405,0.014669808,0.010808087,0.010406989,0.007262076,0.006945664,0.006446806,0.026130977,0.006370044,0.009610235,0.01086707,0.044754524,0.015384175,0.007515401,0.005791555,0.007921762,0.012115655,0.007000381,0.072849004,0.02014978
Bis(2-Ethylhexyl)Phthalate,0.032055785,0.03015122,0.008635785,0.027636543,0.010041188,0.030391347,0.054336228,0.065335616,0.019319783,0.015726949,0.031410094,0.030637257,0.016384409,0.033670576,0.01889591,0.014927162,0.021012065,0.011890193,0.021773008,0.029786783,0.020286337,0.030660032,0.048565821,0.027435332,0.024845019,0.027906956,0.055776988,0.047160941,0.024575041,0.030215598,0.017125219,0.025403578,0.025244575,0.025170783,0.0244154,0.019551998,0.019254914,0.016864485,0.009845284,0.028697678,0.0285245,0.020691372,0.017061444,0.014163415,0.020647208,0.05076454,0.017186777,0.018579962,0.01936827,0.007086354,0.013773051,0.023803826,0.010059036,0.017636981,0.008652264,0.013543332,0.009809138,0.009384379,0.016761818,0.016122678,0.019079908,0.012963472,0.022293526,0.028102493,0.019251038,0.02456715,0.0192063,0.018765671,0.014343453,0.033946932,0.01590728,0.022837639,0.020209927,0.022757467,0.00983663,0.013875695,0.047833592,0.03790816,0.026498213,0.019286841,0.056112217,0.03726849,0.048674025,0.039210565,0.012613174,0.016267827,0.033363488,0.017971845,0.010671175,0.013320851,0.017490261,0.009904935,0.015301267,0.016307717,0.023620972,0.017619307,0.024584658
Butyric acid,0.056021239,0.079370054,0.07923624,0.025399144,0.056019066,0.032583801,0.067859454,0.059031974,0.047409366,0.040987439,0.064081668,0.061934179,0.046263934,0.04116836,0.048747487,0.039527286,0.036220194,0.039798791,0.058528727,0.053365446,0.045770302,0.035453564,0.037674714,0.088912852,0.055794389,0.06963564,0.073543204,0.104758771,0.039497207,0.056952613,0.061541052,0.056747152,0.053006049,0.064766116,0.070971124,0.057593553,0.064434757,0.041735103,0.098839764,0.045102717,0.069664625,0.048093459,0.049209531,0.114371798,0.049247772,0.0625128,0.05253173,0.053627784,0.0474565,0.057590573,0.054867359,0.068378899,0.091297536,0.066708543,0.057169398,0.059223538,0.029857548,0.061158455,0.041653835,0.042530399,0.087973679,0.061736674,0.057241933,0.079560194,0.069028959,0.053690407,0.089832317,0.03396558,0.033989956,0.076460713,0.042798842,0.058536611,0.051996963,0.043474863,0.04144504,0.059947239,0.046784791,0.028325892,0.039099862,0.051216269,0.039289544,0.043606858,0.049640946,0.056274101,0.054867732,0.046483188,0.057568526,0.03374944,0.052296886,0.058370932,0.076200544,0.091509663,0.079724002,0.032142873,0.064165055,0.063528631,0.033523627
Butyryl-carnitine,0.026435263,0.053194146,0.037574007,0.035365082,0.064140832,0.033713244,0.044865566,0.042121062,0.097965007,0.053068597,0.057953809,0.122452842,0.060379719,0.050213334,0.057042446,0.045522768,0.038121093,0.03232094,0.037349176,0.05107699,0.063365414,0.046537331,0.059073445,0.124967518,0.056679304,0.043254969,0.065413946,0.053250373,0.070857036,0.062072752,0.051049693,0.04319073,0.045910565,0.035629444,0.043337948,0.05093791,0.044810758,0.041134934,0.037570238,0.046017663,0.07841041,0.037503106,0.045888805,0.064800461,0.06184001,0.143012281,0.108252316,0.125329671,0.034796238,0.035844833,0.068749999,0.039968898,0.045909701,0.053031827,0.061300232,0.091617887,0.095750876,0.081099271,0.076719458,0.09823689,0.106540047,0.02885083,0.045706275,0.05775472,0.06587261,0.067768584,0.055761379,0.070363024,0.056998452,0.075581666,0.066981,0.057424753,0.060879476,0.066930585,0.069407923,0.061051121,0.059775792,0.067652841,0.070496979,0.040731407,0.078361878,0.076073154,0.048491824,0.070449683,0.027985779,0.027695376,0.047561729,0.060828102,0.048832424,0.050860133,0.036586126,0.030092593,0.038116393,0.046397311,0.041190397,0.079208381,0.07748932
Caffeine,0.003213045,0.010482503,0.00275349,0.023922689,0.002303118,0.002562087,0.007702935,0.002150768,0.093724595,0.022423476,0.050509218,0.063382952,0.003607036,0.005314511,0.002644684,0.006567853,0.018106249,0.003524588,0.016604357,0.074817508,0.014858681,0.025660064,0.007618356,0.011867151,0.008947464,0.006901374,0.024814419,0.014056014,0.00999844,0.012009016,0.009432113,0.024740319,0.007159304,0.037371684,0.007214244,0.029586577,0.017974027,0.034557684,0.039402809,0.054423149,0.053285342,0.007525139,0.002492714,0.002524599,0.008921429,0.011115262,0.002743963,0.003441181,0.002777857,0.005877022,0.002457475,0.002551722,0.016584293,0.009728393,0.003099528,0.024468647,0.039904653,0.024520342,0.009407313,0.002721452,0.001817031,0.030618966,0.008692918,0.003310273,0.004267881,0.008068247,0.002651546,0.017894384,0.008267156,0.006605455,0.007559854,0.003697081,0.018910705,0.026495528,0.066225639,0.058123313,0.007168358,0.010571945,0.009706179,0.002426069,0.007713732,0.002521617,0.003234696,0.002956382,0.009198354,0.003080224,0.009351054,0.030730875,0.02064136,0.030849045,0.002384833,0.002435187,0.004424196,0.074858715,0.044094091,0.03858289,0.034816228
Carnitine,5.807196562,5.188624248,5.118361986,4.263674809,5.043679822,5.405162653,5.785195457,5.382062993,6.71683779,4.201807352,5.811468694,5.515978584,6.654016977,6.535133853,6.78866633,4.187147168,4.856005524,4.326252335,3.808760534,5.502793395,4.971077854,6.58065543,6.089520504,6.103904686,7.333943498,7.680334142,6.919610832,5.882505889,7.134096318,6.219064697,4.716526995,4.517448662,6.172301317,5.563817808,6.564642292,7.178579196,6.042359631,3.563211856,3.739550043,3.447265294,4.171874502,5.318372255,6.362643636,5.309253515,7.403628679,5.595450983,5.271318001,5.117655091,4.955121476,4.004161026,7.65919893,5.883686492,7.65169573,8.998451185,8.640295153,6.488481266,5.177917774,6.434653035,6.241291327,6.073952496,7.624523687,2.230361765,3.517642547,6.187143934,6.127410574,6.078868713,5.0334139,7.179619866,5.428069361,6.352761993,6.104689661,5.335719759,6.124618977,5.704012671,5.202115391,6.980059541,5.841254046,6.01646017,5.60940341,5.594725783,4.053875033,5.47013528,3.661321461,5.035266162,4.953722231,4.514287435,6.682861478,7.126569924,6.475996211,6.52350196,6.519961202,6.657851349,8.423204734,3.735420043,4.690389688,6.863590568,6.448537553
CDP,3.71E-04,2.89E-04,1.41E-04,1.48E-04,2.69E-04,3.00E-04,2.45E-04,2.47E-04,1.85E-04,2.70E-04,2.72E-04,1.65E-04,1.57E-04,1.77E-04,1.43E-04,3.57E-04,3.58E-04,4.26E-04,2.15E-04,1.75E-04,1.48E-04,2.58E-04,3.16E-04,1.89E-04,1.51E-04,2.11E-04,2.01E-04,2.92E-04,2.50E-04,3.23E-04,4.34E-04,1.92E-04,3.93E-04,2.27E-04,1.58E-04,1.88E-04,2.62E-04,3.38E-04,3.04E-04,2.80E-04,3.00E-04,2.66E-04,1.66E-04,1.81E-04,1.92E-04,1.81E-04,3.64E-04,1.26E-04,1.19E-04,0,2.56E-04,2.52E-04,1.69E-04,1.95E-04,1.58E-04,5.06E-04,1.46E-04,1.55E-04,0.001235958,1.91E-04,2.43E-04,1.73E-04,2.64E-04,2.79E-04,2.22E-04,0,0,1.19E-04,1.85E-04,1.60E-04,2.28E-04,1.36E-04,0,0,1.39E-04,2.17E-04,1.72E-04,1.68E-04,2.06E-04,2.31E-04,1.34E-04,1.54E-04,2.30E-04,1.84E-04,2.47E-04,2.16E-04,0,2.02E-04,2.02E-04,2.38E-04,2.42E-04,2.17E-04,1.86E-04,1.79E-04,2.29E-04,1.90E-04,1.74E-04
Choline,0.327976838,0.426557033,0.433164184,0.269461528,0.356263468,0.420192362,0.351433658,0.623399745,0.433409441,0.263114074,0.559408359,0.474798821,0.440982532,0.365662913,0.364857139,0.26502223,0.239133494,0.25452665,0.313291817,0.276975622,0.289926108,0.314202544,0.292113553,0.434106819,0.376810284,0.30045017,0.282140298,0.523924695,0.498127068,0.295676463,0.56657148,0.2432993,0.264560451,0.20706912,0.534972686,0.345720471,0.335501188,0.300069916,0.292130984,0.296333408,0.338564998,0.269602722,0.300143033,0.348537337,0.344480758,0.472902185,0.397403997,0.46942955,0.244127942,0.463886707,0.359839859,0.307047955,0.47778259,0.570984209,0.409249811,0.631594731,0.383399841,0.471953569,0.238531376,0.25994318,0.385801633,0.546988753,0.520262103,0.358112422,0.355743337,0.318380076,0.406870539,0.375218716,0.341368431,0.369858012,0.35162068,0.384473021,0.300552435,0.426146507,0.460903548,0.441663327,0.29637455,0.296756668,0.33558617,0.294866834,0.354850009,0.412056399,0.346105484,0.55712969,0.363034178,0.491785581,0.411343117,0.366214537,0.251382724,0.527944481,0.345851619,0.273069491,0.284821172,0.182638927,0.412423943,0.296866432,0.239204838
cis-10-Nonadecenoic acid,0.003493981,0.002610209,0.003360095,0.002267308,0,0.00336164,0.002291858,0.002817134,0.00210384,0.006613965,0.003099629,0.002680493,0.002283006,0.002201336,0.002107075,0.004073323,0.002726154,0,0.003307977,0.002083985,0.003009768,0,0,0,0,0.002530136,0.001790196,0.002316745,0,0.003076561,0,0,0.003445002,0,0.003025053,0.003002059,0,0.003765222,0.002856805,0.003187844,0.003050504,0.004559359,0.009924087,0.011563465,0.003542349,0.003720772,0,0,0.003114668,0.004912087,0.00209942,0.003683349,0.003791852,0.002559425,0.003312968,0.003464251,0.003260673,0,0,0,0,0,0.002716749,0.004027877,0.005354482,0,0.003864879,0.004560178,0.004832749,0.005247996,0.002608721,0.004160833,0.00375214,0.005817624,0,0,0,0,0.002951714,0.004920543,0.002827132,0.002895619,0,0.002956897,0.005257883,0.006059565,0.00467736,0.003650743,0,0,0.003058746,0.0030025,0.003474262,0.005562607,0,0,0
